0 0 0 0 0
3.55281e-06 3.37846e-06 3.27836e-06 3.35488e-06 3.28229e-06
7.10563e-06 6.75692e-06 6.55672e-06 6.70976e-06 6.56459e-06
1.06584e-05 1.01354e-05 9.83508e-06 1.00646e-05 9.84688e-06
1.42113e-05 1.35138e-05 1.31134e-05 1.34195e-05 1.31292e-05
1.77641e-05 1.68923e-05 1.63918e-05 1.67744e-05 1.64115e-05
2.13169e-05 2.02708e-05 1.96702e-05 2.01293e-05 1.96938e-05
2.48697e-05 2.36492e-05 2.29485e-05 2.34842e-05 2.29761e-05
2.84225e-05 2.70277e-05 2.62269e-05 2.6839e-05  2.62583e-05
3.19753e-05 3.04061e-05 2.95052e-05 3.01939e-05 2.95406e-05
3.55281e-05 3.37846e-05 3.27836e-05 3.35488e-05 3.28229e-05
3.90809e-05 3.71631e-05 3.60619e-05 3.69037e-05 3.61052e-05
4.26338e-05 4.05415e-05 3.93403e-05 4.02586e-05 3.93875e-05
4.61866e-05 4.392e-05   4.26187e-05 4.36135e-05 4.26698e-05
4.97394e-05 4.72984e-05 4.5897e-05  4.69683e-05 4.59521e-05
5.32922e-05 5.06769e-05 4.91754e-05 5.03232e-05 4.92344e-05
5.6845e-05  5.40554e-05 5.24537e-05 5.36781e-05 5.25167e-05
6.03978e-05 5.74338e-05 5.57321e-05 5.7033e-05  5.5799e-05
6.39506e-05 6.08123e-05 5.90105e-05 6.03879e-05 5.90813e-05
6.75035e-05 6.41907e-05 6.22888e-05 6.37427e-05 6.23636e-05
7.10563e-05 6.75692e-05 6.55672e-05 6.70976e-05 6.56459e-05
7.46091e-05 7.09477e-05 6.88455e-05 7.04525e-05 6.89282e-05
7.81619e-05 7.43261e-05 7.21239e-05 7.38074e-05 7.22105e-05
8.17147e-05 7.77046e-05 7.54022e-05 7.71623e-05 7.54928e-05
8.52675e-05 8.1083e-05  7.86806e-05 8.05171e-05 7.8775e-05
8.88203e-05 8.44615e-05 8.1959e-05  8.3872e-05  8.20573e-05
9.23732e-05 8.784e-05   8.52373e-05 8.72269e-05 8.53396e-05
9.5926e-05  9.12184e-05 8.85157e-05 9.05818e-05 8.86219e-05
9.94788e-05 9.45969e-05 9.1794e-05  9.39367e-05 9.19042e-05
0.000103032 9.79753e-05 9.50724e-05 9.72916e-05 9.51865e-05
0.000106584 0.000101354 9.83508e-05 0.000100646 9.84688e-05
0.000110137 0.000104732 0.000101629 0.000104001 0.000101751
0.00011369  0.000108111 0.000104907 0.000107356 0.000105033
0.000117243 0.000111489 0.000108186 0.000110711 0.000108316
0.000120796 0.000114868 0.000111464 0.000114066 0.000111598
0.000124348 0.000118246 0.000114743 0.000117421 0.00011488
0.000127901 0.000121625 0.000118021 0.000120776 0.000118163
0.000131454 0.000125003 0.000121299 0.000124131 0.000121445
0.000135007 0.000128381 0.000124578 0.000127485 0.000124727
0.00013856  0.00013176  0.000127856 0.00013084  0.000128009
0.000142113 0.000135138 0.000131134 0.000134195 0.000131292
0.000145665 0.000138517 0.000134413 0.00013755  0.000134574
0.000149218 0.000141895 0.000137691 0.000140905 0.000137856
0.000152771 0.000145274 0.000140969 0.00014426  0.000141139
0.000156324 0.000148652 0.000144248 0.000147615 0.000144421
0.000159877 0.000152031 0.000147526 0.00015097  0.000147703
0.000163429 0.000155409 0.000150804 0.000154325 0.000150986
0.000166982 0.000158788 0.000154083 0.000157679 0.000154268
0.000170535 0.000162166 0.000157361 0.000161034 0.00015755
0.000174088 0.000165545 0.00016064  0.000164389 0.000160832
0.000177641 0.000168923 0.000163918 0.000167744 0.000164115
0.000181193 0.000172301 0.000167196 0.000171099 0.000167397
0.000184746 0.00017568  0.000170475 0.000174454 0.000170679
0.000188299 0.000179058 0.000173753 0.000177809 0.000173962
0.000191852 0.000182437 0.000177031 0.000181164 0.000177244
0.000195405 0.000185815 0.00018031  0.000184518 0.000180526
0.000198958 0.000189194 0.000183588 0.000187873 0.000183808
0.00020251  0.000192572 0.000186866 0.000191228 0.000187091
0.000206063 0.000195951 0.000190145 0.000194583 0.000190373
0.000209616 0.000199329 0.000193423 0.000197938 0.000193655
0.000213169 0.000202708 0.000196702 0.000201293 0.000196938
0.000216722 0.000206086 0.00019998  0.000204648 0.00020022
0.000220274 0.000209465 0.000203258 0.000208003 0.000203502
0.000223827 0.000212843 0.000206537 0.000211358 0.000206785
0.00022738  0.000216221 0.000209815 0.000214712 0.000210067
0.000230933 0.0002196   0.000213093 0.000218067 0.000213349
0.000234486 0.000222978 0.000216372 0.000221422 0.000216631
0.000238039 0.000226357 0.00021965  0.000224777 0.000219914
0.000241591 0.000229735 0.000222928 0.000228132 0.000223196
0.000245144 0.000233114 0.000226207 0.000231487 0.000226478
0.000248697 0.000236492 0.000229485 0.000234842 0.000229761
0.00025225  0.000239871 0.000232763 0.000238197 0.000233043
0.000255803 0.000243249 0.000236042 0.000241551 0.000236325
0.000259355 0.000246628 0.00023932  0.000244906 0.000239607
0.000262908 0.000250006 0.000242599 0.000248261 0.00024289
