7.32849e+299 -4.45214e+299 2.28382e+303
1.57872e+299 1.39726e+300 2.2862e+303
1.4436e+299 -6.03065e+299 2.30264e+303
1.47881e+299 3.48962e+299 2.30198e+303
-1.4033e+300 1.06289e+301 2.22809e+303
8.4193e+298 -1.18838e+300 2.2978e+303
-3.01937e+299 -1.72495e+299 2.29919e+303
-8.55849e+299 8.7079e+299 2.28897e+303
1.18158e+300 1.74478e+300 2.26277e+303
-1.85569e+299 -2.19221e+299 2.3003e+303
-3.04324e+299 7.75208e+299 2.28667e+303
3.82714e+299 -9.78875e+299 2.29537e+303
3.11952e+299 2.82432e+300 2.2854e+303
7.8537e+299 2.42263e+299 2.29743e+303
-1.8927e+299 -5.95027e+299 2.29622e+303
-8.81098e+298 -1.38678e+300 2.29378e+303
-1.28425e+300 7.40749e+300 2.17312e+303
2.40496e+299 -1.39122e+300 2.30023e+303
4.09554e+299 1.77602e+299 2.29904e+303
-2.5987e+300 4.36652e+300 2.20915e+303
-2.90727e+300 4.57746e+300 2.16229e+303
-3.17482e+300 5.91716e+299 2.18962e+303
-1.30964e+300 -4.40583e+299 2.30635e+303
-4.90955e+299 1.74884e+300 2.29893e+303
-1.97965e+299 5.04114e+299 2.28394e+303
6.65806e+299 1.31437e+300 2.28682e+303
4.73124e+299 1.12712e+300 2.30264e+303
4.86931e+299 -3.03196e+299 2.30196e+303
7.37849e+299 2.23629e+299 2.29451e+303
9.11035e+299 -1.74481e+300 2.29504e+303
1.18542e+300 -5.24605e+299 2.29874e+303
2.33979e+299 -1.99051e+300 2.30014e+303
1.65637e+299 -5.5088e+299 2.30145e+303
3.19727e+299 -9.26415e+299 2.30533e+303
4.0316e+298 -2.22113e+299 2.30115e+303
3.39535e+299 -5.84858e+299 2.30192e+303
2.02486e+299 -3.99443e+299 2.3033e+303
-1.51621e+299 1.76422e+299 2.30291e+303
5.54154e+299 4.53156e+299 2.30068e+303
4.03533e+298 3.20015e+299 2.30256e+303
-5.31315e+299 -1.23268e+300 2.301e+303
-3.97804e+299 4.2148e+299 2.29991e+303
-3.64599e+299 -2.61031e+299 2.30004e+303
-1.41553e+300 -7.73425e+299 2.30917e+303
-4.21229e+299 -1.97578e+300 2.30078e+303
1.12097e+299 -6.82283e+299 2.29206e+303
-4.86869e+299 -7.94337e+299 2.30457e+303
-1.28225e+299 -9.41373e+299 2.30143e+303
1.93602e+298 -1.92567e+300 2.30461e+303
5.06768e+296 -1.31313e+300 2.28628e+303
-7.0548e+299 -9.05666e+299 2.29574e+303
1.3961e+299 -1.20547e+299 2.29819e+303
6.59928e+299 -8.2321e+299 2.29757e+303
2.12355e+298 -2.08462e+299 2.29872e+303
-3.35596e+299 -8.47275e+299 2.29854e+303
2.34266e+299 -4.20415e+299 2.30123e+303
-5.06872e+299 3.2616e+299 2.28409e+303
4.68836e+299 3.08371e+299 2.30187e+303
-7.06362e+298 -7.33131e+299 2.29664e+303
1.68731e+299 1.01126e+299 2.30015e+303
2.80649e+299 -3.82592e+299 2.30356e+303
7.73366e+298 6.43213e+298 2.30328e+303
8.55673e+298 -2.34278e+299 2.30306e+303
5.65111e+299 4.36898e+299 2.30371e+303
5.58228e+298 -8.24963e+299 2.30476e+303
6.06057e+299 -2.9403e+299 2.30393e+303
1.98886e+299 -2.55738e+299 2.30434e+303
-1.41548e+299 -5.71174e+299 2.3064e+303
