   1            1        2       19      176      177      158
   1            9        1       20      178      179      166
   1            1       19       20      180      178      177
   1            5        6       21      181      182      162
   1            6        7       22      183      184      163
   1            6       22       21      185      181      184
   1            7        8       23      186      187      164
   1            7       23       22      188      183      187
   1            8        9       24      189      190      165
   1           23        8       24      190      191      186
   1            9       20       24      192      189      179
   1           12       13       25      193      194      169
   1           18       10       26      195      196      175
   1           17       18       27      197      198      174
   1           18       26       27      199      197      196
   1           12       25       28      200      201      194
   1           12       28       11      202      168      201
   1            2        3       29      203      204      159
   1            3        4       30      205      206      160
   1            4        5       31      207      208      161
   1           10       11       32      209      210      167
   1            2       29       19      211      176      204
   1           11       28       32      212      209      202
   1           13       14       33      213      214      170
   1           14       15       34      215      216      171
   1           15       16       35      217      218      172
   1           16       17       36      219      220      173
   1            5       21       31      221      207      182
   1           30        4       31      208      222      205
   1           13       33       25      223      193      214
   1           35       16       36      220      224      217
   1           36       17       27      198      225      219
   1           29        3       30      206      226      203
   1           10       32       26      227      195      210
   1           34       15       35      218      228      215
   1           33       14       34      216      229      213
   1           21       22       37      230      231      185
   1           29       30       38      232      233      226
   1           31       21       39      234      235      221
   1           21       37       39      236      234      231
   1           20       19       40      237      238      180
   1           30       31       41      239      240      222
   1           38       30       41      240      241      232
   1           31       39       41      242      239      235
   1           26       32       42      243      244      227
   1           25       33       43      245      246      223
   1           22       23       44      247      248      188
   1           35       36       45      249      250      224
   1           24       20       46      251      252      192
   1           20       40       46      253      251      238
   1           34       35       47      254      255      228
   1           35       45       47      256      254      250
   1           19       29       48      257      258      211
   1           37       22       44      248      259      230
   1           34       47       33      260      229      255
   1           36       27       49      261      262      225
   1           40       19       48      258      263      237
   1           28       25       50      264      265      200
   1           32       28       51      266      267      212
   1           23       24       52      268      269      191
   1           44       23       52      269      270      247
   1           24       46       52      271      268      252
   1           27       26       53      272      273      199
   1           45       36       49      262      274      249
   1           53       26       42      244      275      272
   1           25       43       50      276      264      246
   1           28       50       51      277      266      265
   1           27       53       49      278      261      273
   1           48       29       38      233      279      257
   1           32       51       42      280      243      267
   1           33       47       54      281      282      260
   1           37       44       55      283      284      259
   1           33       54       43      285      245      282
   1           43       54       56      286      287      285
   1           50       43       56      287      288      276
   1           40       48       57      289      290      263
   1           41       39       58      291      292      242
   1           39       37       59      293      294      236
   1           59       37       55      284      295      293
   1           42       51       60      296      297      280
   1           58       39       59      294      298      291
   1           47       45       61      299      300      256
   1           55       44       62      301      302      283
   1           44       52       62      303      301      270
   1           50       56       63      304      305      288
   1           50       63       51      306      277      305
   1           49       53       64      307      308      278
   1           48       38       65      309      310      279
   1           57       48       65      310      311      289
   1           53       42       66      312      313      275
   1           49       64       45      314      274      308
   1           54       47       61      300      315      281
   1           51       63       60      316      296      306
   1           38       41       67      317      318      241
   1           41       58       67      319      317      292
   1           46       40       68      320      321      253
   1           40       57       68      322      320      290
   1           65       38       67      318      323      309
   1           42       60       66      324      312      297
   1           64       53       66      313      325      307
   1           59       55       69      326      327      295
   1           58       59       70      328      329      298
   1           59       69       70      330      328      327
   1           45       64       71      331      332      314
   1           67       58       72      333      334      319
   1           58       70       72      335      333      329
   1           54       61       73      336      337      315
   1           52       46       74      338      339      271
   1           62       52       74      339      340      303
   1           46       68       74      341      338      321
   1           65       67       75      342      343      323
   1           67       72       75      344      342      334
   1           54       73       56      345      286      337
   1           45       71       61      346      299      332
   1           61       71       76      347      348      346
   1           56       73       77      349      350      345
   1           73       61       76      348      351      336
   1           60       63       78      352      353      316
   1           66       60       79      354      355      324
   1           60       78       79      356      354      353
   1           55       62       80      357      358      302
   1           55       80       69      359      326      358
   1           63       56       77      350      360      304
   1           57       65       81      361      362      311
   1           64       66       82      363      364      325
   1           65       75       81      365      361      343
   1           68       57       83      366      367      322
   1           57       81       83      368      366      362
   1           66       79       82      369      363      355
   1           75       72       84      370      371      344
   1           70       69       85      372      373      330
   1           77      100       63      374      360      375
   1           76       71       86      376      377      347
   1           64       82       87      378      379      364
   1           81       75       88      380      381      365
   1           75       84       88      382      380      371
   1           73       76       89      383      384      351
   1           76       86       90      385      386      377
   1           72       70       91      387      388      335
   1           70       85       91      389      387      373
   1           73       89       77      390      349      384
   1           77       89       92      391      392      390
   1           86       71       87      393      394      376
   1           64       87       71      393      331      379
   1           89       76       90      386      395      383
   1           84       72       91      388      396      370
   1           79       78       93      397      398      356
   1           89       90       94      399      400      395
   1           80       62       95      401      402      357
   1           62       74       95      403      401      340
   1           92       89       94      400      404      391
   1           82       79       96      405      406      369
   1           79       93       96      407      405      398
   1           87       82       97      408      409      378
   1           69       80       98      410      411      359
   1           69       98       85      412      372      411
   1           74       68       99      413      414      341
   1           95       74       99      414      415      403
   1           68       83       99      416      413      367
   1           82       96       97      417      408      406
   1           86       87       97      409      418      394
   1           77       92      100      419      375      392
   1          100       92      101      420      421      419
   1           78       63      100      374      422      352
   1           81       88      102      423      424      381
   1           83       81      102      424      425      368
   1           88       84      103      426      427      382
   1           86       97      104      428      429      418
   1           78      100      105      430      431      422
   1           93       78      105      431      432      397
   1          100      101      105      433      430      421
   1           86      104       90      434      385      429
   1           83      102      106      435      436      425
   1           90      104      107      437      438      434
   1           80       95      108      439      440      402
   1           80      108       98      441      410      440
   1          102       88      109      442      443      423
   1           97       96      103      444      445      417
   1           96       93      109      446      447      407
   1          103       96      109      447      448      444
   1           90      107       94      449      399      438
   1           84       91      110      450      451      396
   1          103       84      110      451      452      426
   1           83      106       99      453      416      436
   1           92       94      111      454      455      404
   1           92      111      101      456      420      455
   1           91       85      107      457      458      389
   1          104       97      103      445      459      428
   1          109       88      103      427      448      442
   1           94      107       85      457      460      449
   1           94       85       98      412      461      460
   1          110       91      107      458      462      450
   1          102      109      112      463      464      443
   1          109       93      112      465      463      446
   1          106      102      112      464      466      435
   1           93      105      112      467      465      432
   1           94       98      108      441      468      461
   1          108       95      113      469      470      439
   1          112      105      101      433      471      467
   1          106      112      101      471      472      466
   1           99      106      113      473      474      453
   1           95       99      113      474      469      415
   1          101      111      106      475      472      456
   1           94      108      111      476      454      468
   1          108      113      111      477      476      470
   1          110      107      104      437      478      462
   1          110      104      103      459      452      478
   1          113      106      111      475      477      473
   2            2        1      114      479      480      158
   2            3        2      114      480      481      159
   2            4        3      115      482      483      160
   2            5        4      115      483      484      161
   2            3      114      115      485      482      481
   2            1        9      114      486      479      166
   2            6        5      115      484      487      162
   2            7        6      116      488      489      163
   2            8        7      116      489      490      164
   2            6      115      116      491      488      487
   2            9        8      116      490      492      165
   2          114        9      116      492      493      486
   2          115      114      116      493      491      485
   3           18       17      117      494      495      174
   3           11       10      118      496      497      167
   3           11      118       12      498      168      497
   3           13       12      119      499      500      169
   3           14       13      119      500      501      170
   3           12      118      119      502      499      498
   3          117      118       18      503      495      504
   3           15      119      117      505      506      507
   3          117       16       15      172      506      508
   3           14      119       15      507      171      501
   3           17       16      117      508      494      173
   3           10       18      118      503      496      175
   3          119      118      117      504      505      502
